category_slug,subcategory_slug,text,difficulty,explanation,law_name,law_article,source_url,law_version_date,is_prime,option_a,option_b,option_c,option_d,correct_option
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა გზებით ახორციელებს ხალხი ძალაუფლებას?",medium,"სწორი პასუხია B, რადგან საქართველოს კონსტიტუციის მუხლი 3 ადგენს, რომ ხალხი ძალაუფლებას ახორციელებს წარმომადგენლების, რეფერენდუმისა და უშუალო დემოკრატიის სხვა ფორმების მეშვეობით.","საქართველოს კონსტიტუცია","მუხლი 3","","2018-03-23",false,"მხოლოდ სასამართლო გადაწყვეტილებების მეშვეობით","წარმომადგენლების, რეფერენდუმისა და უშუალო დემოკრატიის ფორმებით","მხოლოდ მთავრობის მიერ მიღებული დადგენილებებით","საერთაშორისო ორგანიზაციების მიერ დამტკიცებული წესით",B
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა არის დაუშვებელი სახელმწიფო ხელისუფლებასთან დაკავშირებით?",easy,"სწორი პასუხია D, რადგან საქართველოს კონსტიტუციის მუხლი 3 ადგენს, რომ არავის აქვს უფლება მიითვისოს ხელისუფლება.","საქართველოს კონსტიტუცია","მუხლი 3","","2018-03-23",false,"არჩევნებში მონაწილეობა კანონით დადგენილი წესით","პოლიტიკური ნების ჩამოყალიბებაში მონაწილეობა","რეფერენდუმით პოლიტიკური გადაწყვეტილების მიღება","სახელმწიფო ხელისუფლების მითვისება",D
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა წესი მოქმედებს საყოველთაო არჩევნებში არჩეული ორგანოს მიმდინარე უფლებამოსილების ვადაზე?",hard,"სწორი პასუხია A, რადგან საქართველოს კონსტიტუციის მუხლი 3 ადგენს, რომ საყოველთაო არჩევნებში არჩეული ორგანოს მიმდინარე უფლებამოსილების ვადის შემცირება ან გაზრდა დაუშვებელია.","საქართველოს კონსტიტუცია","მუხლი 3","","2018-03-23",false,"მისი შემცირება ან გაზრდა დაუშვებელია","მისი გაზრდა ყოველთვის შეიძლება კანონით","მისი შემცირება მთავრობის თანხმობით შეიძლება","მისი შეცვლა შესაძლებელია პარტიათა შეთანხმებით",A
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა როლი აქვთ პოლიტიკურ პარტიებს დემოკრატიულ სისტემაში?",medium,"სწორი პასუხია C, რადგან საქართველოს კონსტიტუციის მუხლი 3 ადგენს, რომ პოლიტიკური პარტიები მონაწილეობენ ხალხის პოლიტიკური ნების ჩამოყალიბებასა და განხორციელებაში.","საქართველოს კონსტიტუცია","მუხლი 3","","2018-03-23",false,"ისინი ცვლიან სასამართლო ხელისუფლებას","ისინი ახორციელებენ მხოლოდ ადმინისტრაციულ ზედამხედველობას","ისინი მონაწილეობენ ხალხის პოლიტიკური ნების ჩამოყალიბებასა და განხორციელებაში","ისინი ადგენენ სახელმწიფო საზღვრის შეცვლის წესს",C
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რომელ პრინციპებს ეფუძნება პოლიტიკური პარტიების საქმიანობა?",medium,"სწორი პასუხია B, რადგან საქართველოს კონსტიტუციის მუხლი 3 ასახელებს თავისუფლების, თანასწორობის, გამჭვირვალობის და შიდაპარტიული დემოკრატიის პრინციპებს.","საქართველოს კონსტიტუცია","მუხლი 3","","2018-03-23",false,"იერარქიის, ერთპიროვნულობისა და დახურულობის პრინციპებს","თავისუფლების, თანასწორობის, გამჭვირვალობის და შიდაპარტიული დემოკრატიის პრინციპებს","სახელმწიფო კონტროლის, მანდატის გაუქმებისა და ცენზურის პრინციპებს","რეგიონული გამიჯვნის, საიდუმლო დაფინანსებისა და ადმინისტრირების პრინციპებს",B
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, როგორ სახელმწიფოდ არის გამოცხადებული საქართველო სამართლებრივი სახელმწიფოს კუთხით?",easy,"სწორი პასუხია D, რადგან საქართველოს კონსტიტუციის მუხლი 4 ადგენს, რომ საქართველო არის სამართლებრივი სახელმწიფო.","საქართველოს კონსტიტუცია","მუხლი 4","","2018-03-23",false,"მხოლოდ სოციალური სახელმწიფო","მხოლოდ ეკონომიკური სახელმწიფო","მხოლოდ ადმინისტრაციული სახელმწიფო","სამართლებრივი სახელმწიფო",D
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, როგორია სახელმწიფოს დამოკიდებულება ადამიანის საყოველთაოდ აღიარებული უფლებებისა და თავისუფლებების მიმართ?",medium,"სწორი პასუხია A, რადგან საქართველოს კონსტიტუციის მუხლი 4 ადგენს, რომ სახელმწიფო ცნობს და იცავს მათ როგორც წარუვალ და უზენაეს ადამიანურ ღირებულებებს.","საქართველოს კონსტიტუცია","მუხლი 4","","2018-03-23",false,"სახელმწიფო ცნობს და იცავს მათ როგორც წარუვალ და უზენაეს ღირებულებებს","სახელმწიფო აღიარებს მათ მხოლოდ კანონით პირდაპირ დასახელების შემთხვევაში","სახელმწიფო იცავს მათ მხოლოდ ადმინისტრაციულ საქმეებში","სახელმწიფო მათ მოქმედებას მთლიანად პარლამენტის ნებაზე ტოვებს",A
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რომელ პრინციპზე დაყრდნობით ხორციელდება სახელმწიფო ხელისუფლება?",easy,"სწორი პასუხია C, რადგან საქართველოს კონსტიტუციის მუხლი 4 ადგენს, რომ სახელმწიფო ხელისუფლება ხორციელდება ხელისუფლების დანაწილების პრინციპზე დაყრდნობით.","საქართველოს კონსტიტუცია","მუხლი 4","","2018-03-23",false,"ტერიტორიული მონაცვლეობის პრინციპზე","ეკონომიკური უპირატესობის პრინციპზე","ხელისუფლების დანაწილების პრინციპზე","პარტიული დაქვემდებარების პრინციპზე",C
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა სტატუსი აქვს საქართველოს კონსტიტუციას სახელმწიფოს სამართლებრივ სისტემაში?",easy,"სწორი პასუხია B, რადგან საქართველოს კონსტიტუციის მუხლი 4 ადგენს, რომ საქართველოს კონსტიტუცია სახელმწიფოს უზენაესი კანონია.","საქართველოს კონსტიტუცია","მუხლი 4","","2018-03-23",false,"იგი ჩვეულებრივი ორგანული კანონია","იგი სახელმწიფოს უზენაესი კანონია","იგი მხოლოდ პოლიტიკური დეკლარაციაა","იგი მთავრობის შინაგანაწესია",B
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა იურიდიული ძალა აქვს საქართველოს საერთაშორისო ხელშეკრულებას შიდასახელმწიფოებრივ ნორმატიულ აქტთან მიმართებით, თუ იგი კონსტიტუციას ან კონსტიტუციურ შეთანხმებას არ ეწინააღმდეგება?",hard,"სწორი პასუხია D, რადგან საქართველოს კონსტიტუციის მუხლი 4 ადგენს, რომ ასეთ საერთაშორისო ხელშეკრულებას აქვს უპირატესი იურიდიული ძალა შიდასახელმწიფოებრივი ნორმატიული აქტის მიმართ.","საქართველოს კონსტიტუცია","მუხლი 4","","2018-03-23",false,"მას არ აქვს რაიმე სამართლებრივი ძალა","იგი ყველა შემთხვევაში კონსტიტუციაზე მაღლა დგას","იგი ძალას იძენს მხოლოდ მთავრობის ბრძანებით","მას აქვს უპირატესი იურიდიული ძალა",D
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, როგორ სახელმწიფოდ არის გამოცხადებული საქართველო სოციალური პოლიტიკის თვალსაზრისით?",easy,"სწორი პასუხია A, რადგან საქართველოს კონსტიტუციის მუხლი 5 ადგენს, რომ საქართველო არის სოციალური სახელმწიფო.","საქართველოს კონსტიტუცია","მუხლი 5","","2018-03-23",false,"სოციალური სახელმწიფო","საკორპორაციო სახელმწიფო","მხოლოდ საბაზრო სახელმწიფო","დროებითი სახელმწიფო",A
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რომელი სოციალური პრინციპების განმტკიცებაზე ზრუნავს სახელმწიფო საზოგადოებაში?",medium,"სწორი პასუხია C, რადგან საქართველოს კონსტიტუციის მუხლი 5 ასახელებს სოციალურ სამართლიანობას, სოციალურ თანასწორობასა და სოციალურ სოლიდარობას.","საქართველოს კონსტიტუცია","მუხლი 5","","2018-03-23",false,"მხოლოდ ფისკალურ სტაბილურობასა და ეკონომიკურ ზრდას","მხოლოდ უსაფრთხოებასა და ადმინისტრაციულ კონტროლს","სოციალურ სამართლიანობას, სოციალურ თანასწორობასა და სოციალურ სოლიდარობას","კერძო მონოპოლიას, საგადასახადო შეღავათსა და საკუთრების გასხვისებას",C
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა განსაკუთრებულ მიდგომას ითვალისწინებს სახელმწიფო მაღალმთიანი რეგიონების განვითარებისათვის?",medium,"სწორი პასუხია B, რადგან საქართველოს კონსტიტუციის მუხლი 5 ადგენს, რომ მაღალმთიანი რეგიონების განვითარებისათვის კანონი ქმნის განსაკუთრებულ პირობებს.","საქართველოს კონსტიტუცია","მუხლი 5","","2018-03-23",false,"მათი განვითარება მხოლოდ ადგილობრივი წესით წყდება","კანონი ქმნის განსაკუთრებულ პირობებს","მათი საკითხები საერთოდ არ რეგულირდება","მხოლოდ კერძო კომპანიები ადგენენ პირობებს",B
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა სოციალური სფეროების დაცვაზე ზრუნავს სახელმწიფო ადამიანის და ოჯახის კეთილდღეობასთან დაკავშირებით?",medium,"სწორი პასუხია D, რადგან საქართველოს კონსტიტუციის მუხლი 5 ასახელებს ჯანმრთელობისა და სოციალურ დაცვას, საარსებო მინიმუმსა და ღირსეულ საცხოვრებელს, ასევე ოჯახის კეთილდღეობის დაცვას.","საქართველოს კონსტიტუცია","მუხლი 5","","2018-03-23",false,"მხოლოდ საგარეო ვაჭრობისა და საბაჟო რეჟიმების დაცვაზე","მხოლოდ სამხედრო მრეწველობისა და იარაღით ვაჭრობის დაცვაზე","მხოლოდ პარტიული საქმიანობისა და არჩევნების დაცვაზე","ჯანმრთელობის, სოციალური დაცვის, საარსებო მინიმუმისა და ოჯახის კეთილდღეობის დაცვაზე",D
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა ვალდებულებას ითვალისწინებს სახელმწიფო გარემოსა და ბუნებრივ რესურსებთან დაკავშირებით?",easy,"სწორი პასუხია A, რადგან საქართველოს კონსტიტუციის მუხლი 5 ადგენს, რომ სახელმწიფო ზრუნავს გარემოს დაცვასა და ბუნებრივი რესურსებით რაციონალურ სარგებლობაზე.","საქართველოს კონსტიტუცია","მუხლი 5","","2018-03-23",false,"გარემოს დაცვასა და ბუნებრივი რესურსებით რაციონალურ სარგებლობაზე ზრუნვას","ბუნებრივი რესურსების შეუზღუდავ კერძო განკარგვაზე ზრუნვას","გარემოსდაცვითი ინფორმაციის სრულად გასაიდუმლოებას","მხოლოდ კულტურული მემკვიდრეობის ეკონომიკურ გამოყენებას",A
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა სფეროების განვითარებაზე ზრუნავს სახელმწიფო ეროვნულ ფასეულობებთან ერთად?",medium,"სწორი პასუხია C, რადგან საქართველოს კონსტიტუციის მუხლი 5 ადგენს, რომ სახელმწიფო ზრუნავს განათლების, მეცნიერებისა და კულტურის განვითარებაზე.","საქართველოს კონსტიტუცია","მუხლი 5","","2018-03-23",false,"მხოლოდ საბანკო და სადაზღვევო სფეროების განვითარებაზე","მხოლოდ სასამართლო და საპროკურორო სისტემების განვითარებაზე","განათლების, მეცნიერებისა და კულტურის განვითარებაზე","საგარეო ვაჭრობისა და სატარიფო რეჟიმების განვითარებაზე",C
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, როგორია ეკონომიკური თავისუფლების კონსტიტუციური სტატუსი საქართველოში?",easy,"სწორი პასუხია B, რადგან საქართველოს კონსტიტუციის მუხლი 6 ადგენს, რომ ეკონომიკური თავისუფლება აღიარებული და უზრუნველყოფილია.","საქართველოს კონსტიტუცია","მუხლი 6","","2018-03-23",false,"ეკონომიკური თავისუფლება მხოლოდ დეკლარირებულია","ეკონომიკური თავისუფლება აღიარებული და უზრუნველყოფილია","ეკონომიკური თავისუფლება მხოლოდ საგანგებო დროს მოქმედებს","ეკონომიკური თავისუფლება მთლიანად აკრძალულია",B
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა ეკონომიკურ მიმართულებებს ავითარებს სახელმწიფო?",medium,"სწორი პასუხია D, რადგან საქართველოს კონსტიტუციის მუხლი 6 ადგენს, რომ სახელმწიფო ზრუნავს თავისუფალი და ღია ეკონომიკის, თავისუფალი მეწარმეობისა და კონკურენციის განვითარებაზე.","საქართველოს კონსტიტუცია","მუხლი 6","","2018-03-23",false,"დახურული ეკონომიკისა და სახელმწიფო მონოპოლიის განვითარებას","სავალდებულო დაგეგმვისა და ფასების სრულ კონტროლს","მხოლოდ სახელმწიფო საწარმოების უპირატეს განვითარებას","თავისუფალი და ღია ეკონომიკის, მეწარმეობისა და კონკურენციის განვითარებას",D
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა არის დაუშვებელი კერძო საკუთრების საყოველთაო უფლებასთან დაკავშირებით?",easy,"სწორი პასუხია A, რადგან საქართველოს კონსტიტუციის მუხლი 6 ადგენს, რომ დაუშვებელია კერძო საკუთრების საყოველთაო უფლების გაუქმება.","საქართველოს კონსტიტუცია","მუხლი 6","","2018-03-23",false,"კერძო საკუთრების საყოველთაო უფლების გაუქმება","კერძო საკუთრების მემკვიდრეობით გადაცემა","კერძო საკუთრების სასამართლოში დაცვა","კერძო საკუთრების კანონით რეგულირება",A
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა თავისუფლებები აქვს ყოველ ადამიანს რწმენისა და სინდისის სფეროში?",easy,"სწორი პასუხია C, რადგან საქართველოს კონსტიტუციის მუხლი 16 ადგენს, რომ ყოველ ადამიანს აქვს რწმენის, აღმსარებლობისა და სინდისის თავისუფლება.","საქართველოს კონსტიტუცია","მუხლი 16","","2018-03-23",false,"მხოლოდ აზრის გამოხატვის თავისუფლება","მხოლოდ შეკრებისა და გაერთიანების თავისუფლება","რწმენის, აღმსარებლობისა და სინდისის თავისუფლება","მხოლოდ საჯარო ინფორმაციის მიღების თავისუფლება",C
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა საფუძვლებით შეიძლება შეიზღუდოს რწმენის, აღმსარებლობისა და სინდისის თავისუფლებები?",hard,"სწორი პასუხია B, რადგან საქართველოს კონსტიტუციის მუხლი 16 შეზღუდვას უშვებს მხოლოდ კანონის შესაბამისად, დემოკრატიულ საზოგადოებაში აუცილებელი საზოგადოებრივი უსაფრთხოების, ჯანმრთელობის ან სხვათა უფლებების დაცვის მიზნით.","საქართველოს კონსტიტუცია","მუხლი 16","","2018-03-23",false,"ნებისმიერი ადმინისტრაციული მოხერხებულობის მიზნით","საზოგადოებრივი უსაფრთხოების, ჯანმრთელობის ან სხვათა უფლებების დაცვის მიზნით","მხოლოდ პოლიტიკური პარტიის ინტერესის დაცვის მიზნით","მხოლოდ ეკონომიკური კონკურენციის დაცვის მიზნით",B
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა არის აკრძალული ადამიანის რწმენასთან, აღმსარებლობასთან ან სინდისთან დაკავშირებით?",medium,"სწორი პასუხია D, რადგან საქართველოს კონსტიტუციის მუხლი 16 კრძალავს ადამიანის დევნას ამ ნიშნით და მის იძულებას გამოთქვას თავისი შეხედულება მათ შესახებ.","საქართველოს კონსტიტუცია","მუხლი 16","","2018-03-23",false,"მისი უფლება საჯაროდ და უიარაღოდ შეკრებაზე","მისი უფლება მიიღოს საჯარო ინფორმაცია","მისი უფლება სასამართლოს მიმართოს დაცვისთვის","მისი დევნა ან შეხედულების გამოთქმის იძულება",D
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, როგორ არის დაცული აზრისა და მისი გამოხატვის თავისუფლება?",easy,"სწორი პასუხია A, რადგან საქართველოს კონსტიტუციის მუხლი 17 ადგენს, რომ აზრისა და მისი გამოხატვის თავისუფლება დაცულია და დაუშვებელია ადამიანის დევნა აზრისა და მისი გამოხატვის გამო.","საქართველოს კონსტიტუცია","მუხლი 17","","2018-03-23",false,"დაცულია და აზრის გამო დევნა დაუშვებელია","დაცულია მხოლოდ წინასწარი ნებართვის მიღების შემდეგ","დაცულია მხოლოდ სახელმწიფო სამსახურში დასაქმებულთათვის","დაცულია მხოლოდ სასამართლოს თანხმობის შემთხვევაში",A
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა უფლება აქვს ყოველ ადამიანს ინფორმაციასთან დაკავშირებით?",easy,"სწორი პასუხია C, რადგან საქართველოს კონსტიტუციის მუხლი 17 ადგენს, რომ ყოველ ადამიანს აქვს უფლება თავისუფლად მიიღოს და გაავრცელოს ინფორმაცია.","საქართველოს კონსტიტუცია","მუხლი 17","","2018-03-23",false,"მხოლოდ სახელმწიფო საიდუმლოება მიიღოს","მხოლოდ ადმინისტრაციული ორგანოს ნებართვით ისარგებლოს ინფორმაციით","თავისუფლად მიიღოს და გაავრცელოს ინფორმაცია","ინფორმაცია მიიღოს მხოლოდ საჯარო მოხელის მეშვეობით",C
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რომელი წესია დადგენილი მასობრივი ინფორმაციის საშუალებების მიმართ?",medium,"სწორი პასუხია B, რადგან საქართველოს კონსტიტუციის მუხლი 17 ადგენს, რომ მასობრივი ინფორმაციის საშუალებები თავისუფალია, ცენზურა დაუშვებელია და მონოპოლიზაციის უფლება არავის აქვს.","საქართველოს კონსტიტუცია","მუხლი 17","","2018-03-23",false,"მედია ექვემდებარება წინასწარ სახელმწიფო ცენზურას","მედია თავისუფალია, ცენზურა და მონოპოლიზაცია დაუშვებელია","მედიის გავრცელება მხოლოდ მთავრობის ნებართვით შეიძლება","მედიის მონოპოლია დასაშვებია საჯარო ინტერესით",B
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა უფლება აქვს ყველას ინტერნეტთან დაკავშირებით?",easy,"სწორი პასუხია D, რადგან საქართველოს კონსტიტუციის მუხლი 17 ადგენს, რომ ყველას აქვს ინტერნეტზე წვდომისა და ინტერნეტით თავისუფლად სარგებლობის უფლება.","საქართველოს კონსტიტუცია","მუხლი 17","","2018-03-23",false,"მხოლოდ სახელმწიფო ვებგვერდებზე წვდომის უფლება","მხოლოდ საგანმანათლებლო გვერდებით სარგებლობის უფლება","ინტერნეტით სარგებლობის უფლება მხოლოდ ნებართვით","ინტერნეტზე წვდომისა და თავისუფლად სარგებლობის უფლება",D
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა მიზნით შეიძლება შეიზღუდოს აზრის, ინფორმაციის, მედიისა და ინტერნეტის თავისუფლებები?",hard,"სწორი პასუხია A, რადგან საქართველოს კონსტიტუციის მუხლი 17 შეზღუდვას უშვებს, მათ შორის, სახელმწიფო ან საზოგადოებრივი უსაფრთხოების, ტერიტორიული მთლიანობის, სხვათა უფლებების, კონფიდენციალური ინფორმაციისა და სასამართლოს დამოუკიდებლობის დაცვის მიზნით.","საქართველოს კონსტიტუცია","მუხლი 17","","2018-03-23",false,"უსაფრთხოების, ტერიტორიული მთლიანობის, სხვათა უფლებების ან სასამართლოს დამოუკიდებლობის დაცვის მიზნით","მხოლოდ პოლიტიკური პარტიების შიდა წესრიგის დაცვის მიზნით","მხოლოდ მედიასაშუალებების ეკონომიკური ინტერესის დაცვის მიზნით","ნებისმიერი საჯარო მოხელის ზეპირი მითითების საფუძველზე",A
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა გარანტია აქვს საზოგადოებრივ მაუწყებელს?",medium,"სწორი პასუხია C, რადგან საქართველოს კონსტიტუციის მუხლი 17 ადგენს, რომ კანონი უზრუნველყოფს საზოგადოებრივი მაუწყებლის დამოუკიდებლობას სახელმწიფო უწყებებისაგან და თავისუფლებას პოლიტიკური და არსებითი კომერციული გავლენისაგან.","საქართველოს კონსტიტუცია","მუხლი 17","","2018-03-23",false,"დამოკიდებულებას მხოლოდ მთავრობის ადმინისტრაციაზე","ვალდებულებას, ემორჩილებოდეს პარტიულ მითითებებს","დამოუკიდებლობას სახელმწიფო უწყებებისაგან და თავისუფლებას პოლიტიკური თუ არსებითი კომერციული გავლენისაგან","სავალდებულო კომერციულ მონოპოლიას მაუწყებლობის სფეროში",C
constitutional,constitution,"საქართველოს კონსტიტუციის მიხედვით, რა უფლება აქვს ყველას ადმინისტრაციულ ორგანოში მასთან დაკავშირებული საქმის განხილვისას?",easy,"სწორი პასუხია B, რადგან საქართველოს კონსტიტუციის მუხლი 18 ადგენს, რომ ყველას აქვს ადმინისტრაციული ორგანოს მიერ მასთან დაკავშირებული საქმის გონივრულ ვადაში სამართლიანად განხილვის უფლება.","საქართველოს კონსტიტუცია","მუხლი 18","","2018-03-23",false,"საქმის განხილვის მხოლოდ ზეპირი მოთხოვნის უფლება","საქმის გონივრულ ვადაში სამართლიანად განხილვის უფლება","საქმის განხილვის გარეშე გადაწყვეტილების მიღების უფლება","საქმის მხოლოდ საიდუმლო წესით განხილვის უფლება",B
