category_slug,subcategory_slug,text,difficulty,explanation,law_name,law_article,source_url,law_version_date,is_prime,option_a,option_b,option_c,option_d,correct_option
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, როგორ იყოფა საქართველოს ნორმატიული აქტები?",easy,"სწორი პასუხია D, რადგან მუხლი 7 ადგენს, რომ საქართველოს ნორმატიული აქტები იყოფა საქართველოს საკანონმდებლო და საქართველოს კანონქვემდებარე ნორმატიულ აქტებად.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 7,,2026-06-12,false,მხოლოდ სახელმწიფო და კერძო აქტებად,მხოლოდ ზეპირ და წერილობით აქტებად,მხოლოდ დროებით და მუდმივ აქტებად,საკანონმდებლო და კანონქვემდებარე ნორმატიულ აქტებად,D
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, რომელი აქტია საკანონმდებლო აქტების იერარქიის უმაღლეს საფეხურზე?",easy,"სწორი პასუხია A, რადგან მუხლი 7 საქართველოს საკანონმდებლო აქტების იერარქიის პირველ საფეხურზე ასახელებს საქართველოს კონსტიტუციას და საქართველოს კონსტიტუციურ კანონს.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 7,,2026-06-12,false,საქართველოს კონსტიტუცია და საქართველოს კონსტიტუციური კანონი,საქართველოს მინისტრის ბრძანება,მუნიციპალიტეტის საკრებულოს დადგენილება,საჯარო სამართლის იურიდიული პირის შიდა ბრძანება,A
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, რომელ აქტებს განეკუთვნება საქართველოს საკანონმდებლო აქტები?",medium,"სწორი პასუხია C, რადგან მუხლი 7 საკანონმდებლო აქტებად ასახელებს კონსტიტუციასა და კონსტიტუციურ კანონს, ორგანულ კანონსა და პრეზიდენტის დეკრეტს, კანონსა და პარლამენტის რეგლამენტს.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 7,,2026-06-12,false,მხოლოდ მინისტრის ბრძანებებსა და მთავრობის განკარგულებებს,მხოლოდ მუნიციპალიტეტის წარმომადგენლობითი ორგანოს აქტებს,"კონსტიტუციას, კონსტიტუციურ კანონს, ორგანულ კანონს, დეკრეტს, კანონსა და რეგლამენტს",მხოლოდ საერთაშორისო ორგანიზაციის რეკომენდაციებს,C
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, რა სამართლებრივი ბუნება აქვს ადამიანის უფლებათა ევროპული სასამართლოს განმარტებებს?",hard,"სწორი პასუხია B, რადგან მუხლი 7¹ ადგენს ადამიანის უფლებათა ევროპული სასამართლოს განმარტებების სამართლებრივ ბუნებას ნორმატიული აქტების სისტემაში.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 7¹,,2026-06-12,false,ისინი არის მუნიციპალიტეტის ინდივიდუალური აქტები,ისინი გამოიყენება კანონით განსაზღვრული სამართლებრივი მნიშვნელობით,ისინი ცვლის საქართველოს კონსტიტუციას პირდაპირ,ისინი არის კერძო ხელშეკრულების დანართი,B
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, რა საკითხი შეიძლება განისაზღვროს მხოლოდ საქართველოს საკანონმდებლო აქტით?",medium,"სწორი პასუხია D, რადგან მუხლი 8 ადგენს, რომ მხოლოდ საკანონმდებლო აქტით შეიძლება განისაზღვროს, მათ შორის, ძირითადი უფლებებისა და თავისუფლებების განხორციელებისა და დაცვის პირობები და იურიდიული პასუხისმგებლობის საკითხები.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 8,,2026-06-12,false,მხოლოდ უწყების შიდა სამუშაო გრაფიკი,მხოლოდ კერძო კომპანიის წესდება,მხოლოდ საჯარო მოხელის შვებულების ინდივიდუალური ბრძანება,ძირითადი უფლებების დაცვის პირობები და იურიდიული პასუხისმგებლობის საკითხები,D
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, როდის შეიძლება მიღებულ იქნეს ერთობლივი ნორმატიული აქტი?",medium,"სწორი პასუხია A, რადგან მუხლი 9 ადგენს, რომ ერთობლივი ნორმატიული აქტი შეიძლება მიიღონ უფლებამოსილმა ორგანოებმა ან თანამდებობის პირებმა საკანონმდებლო აქტითა და მთავრობის ნორმატიული აქტით გათვალისწინებულ შემთხვევებში.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 9,,2026-06-12,false,საკანონმდებლო აქტითა და მთავრობის ნორმატიული აქტით გათვალისწინებულ შემთხვევებში,"ყოველთვის, როცა კერძო პირები შეთანხმდებიან",მხოლოდ სასამართლოს გადაწყვეტილებით,მხოლოდ არაოფიციალური წერილობითი შეტყობინებით,A
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, რა იურიდიული ძალა აქვს საქართველოს კონსტიტუციას?",easy,"სწორი პასუხია B, რადგან მუხლი 10 ადგენს, რომ საქართველოს კონსტიტუცია სახელმწიფოს უზენაესი კანონია და უპირატესი იურიდიული ძალა აქვს სხვა სამართლებრივი აქტების მიმართ.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 10,,2026-06-12,false,იგი არის მხოლოდ პოლიტიკური დეკლარაცია,იგი სახელმწიფოს უზენაესი კანონია,იგი უთანაბრდება მინისტრის ბრძანებას,იგი მოქმედებს მხოლოდ ერთი მუნიციპალიტეტის ფარგლებში,B
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, ვინ ამტკიცებს საქართველოს კონსტიტუციურ შეთანხმებას?",medium,"სწორი პასუხია C, რადგან მუხლი 10 ადგენს, რომ საქართველოს პარლამენტი ამტკიცებს კონსტიტუციურ შეთანხმებას, რომელსაც საქართველოს სამოციქულო ავტოკეფალურ მართლმადიდებელ ეკლესიასთან საქართველოს სახელით დებს პრეზიდენტი მთავრობის წინასწარი თანხმობით.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 10,,2026-06-12,false,საქართველოს იუსტიციის მინისტრი,მუნიციპალიტეტის წარმომადგენლობითი ორგანო,საქართველოს პარლამენტი,საქართველოს საკანონმდებლო მაცნე,C
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, რა სახის აქტია საქართველოს პრეზიდენტის დეკრეტი?",medium,"სწორი პასუხია D, რადგან მუხლი 11 ადგენს, რომ საქართველოს პრეზიდენტის დეკრეტი არის ორგანული კანონის ძალის მქონე ნორმატიული აქტი, რომელიც გამოიცემა კონსტიტუციით გათვალისწინებულ შემთხვევებში.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 11,,2026-06-12,false,მხოლოდ ინდივიდუალური შიდა ბრძანება,მუნიციპალიტეტის ადმინისტრაციული აქტი,სასამართლოს განჩინება,ორგანული კანონის ძალის მქონე ნორმატიული აქტი,D
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, რა საფუძველზე მიიღება საქართველოს მთავრობის დადგენილება?",easy,"სწორი პასუხია A, რადგან მუხლი 12 ადგენს, რომ მთავრობის დადგენილება მიიღება საქართველოს კონსტიტუციისა და კანონების საფუძველზე და მათ შესასრულებლად.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 12,,2026-06-12,false,საქართველოს კონსტიტუციისა და კანონების საფუძველზე და მათ შესასრულებლად,მხოლოდ კერძო პირის თხოვნით,მხოლოდ სასამართლოს ზეპირი მითითებით,მხოლოდ მუნიციპალიტეტის შიდა რეგლამენტით,A
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, რა ფარგლებში შეიძლება გამოიცეს საქართველოს მინისტრის ბრძანება?",medium,"სწორი პასუხია B, რადგან მუხლი 13 ადგენს, რომ მინისტრის ბრძანება შეიძლება გამოიცეს მხოლოდ საკანონმდებლო აქტით, პრეზიდენტის ნორმატიული აქტითა და მთავრობის დადგენილებით განსაზღვრულ შემთხვევებსა და ფარგლებში.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 13,,2026-06-12,false,ყოველგვარი სამართლებრივი საფუძვლის გარეშე,"საკანონმდებლო აქტით, პრეზიდენტის აქტითა და მთავრობის დადგენილებით განსაზღვრულ ფარგლებში",მხოლოდ კერძო ორგანიზაციის წესდებით,მხოლოდ საერთაშორისო ორგანიზაციის რეკომენდაციით,B
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, აქვთ თუ არა სამინისტროს სტრუქტურულ ერთეულებს ნორმატიული აქტის გამოცემის უფლება?",medium,"სწორი პასუხია C, რადგან მუხლი 13 ადგენს, რომ სამინისტროს სტრუქტურულ ერთეულებსა და მისი სისტემის დაწესებულებებს ნორმატიული აქტის გამოცემის უფლება არა აქვთ, გარდა კანონით გათვალისწინებული გამონაკლისებისა.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 13,,2026-06-12,false,ყოველთვის აქვთ ასეთი უფლება,აქვთ მხოლოდ ზეპირი თანხმობით,"არ აქვთ, გარდა კანონით გათვალისწინებული გამონაკლისებისა",აქვთ მხოლოდ არასახელმწიფო ენაზე გამოქვეყნებისას,C
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, როგორ განისაზღვრება სხვა ნორმატიული აქტების მიღების უფლებამოსილება?",easy,"სწორი პასუხია D, რადგან მუხლი 14 ადგენს, რომ საქართველოს სხვა ნორმატიული აქტების მიღების ან გამოცემის უფლებამოსილება განისაზღვრება შესაბამისი საკანონმდებლო აქტებით.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 14,,2026-06-12,false,მხოლოდ ადგილობრივი ჩვეულებით,მხოლოდ კერძო ხელშეკრულებით,მხოლოდ ადმინისტრაციული ორგანოს ზეპირი მითითებით,შესაბამისი საკანონმდებლო აქტებით,D
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, ვინ ამზადებს კანონის ან სხვა ნორმატიული აქტის პროექტს?",medium,"სწორი პასუხია A, რადგან მუხლი 15 ადგენს, რომ პროექტს ამზადებს საკანონმდებლო ინიციატივის ან პროექტის წარდგენის უფლების მქონე სუბიექტი ან თვით აქტის მიღების უფლებამოსილების მქონე ორგანო ან თანამდებობის პირი.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 15,,2026-06-12,false,უფლების მქონე სუბიექტი ან აქტის მიღების უფლებამოსილი ორგანო,მხოლოდ კერძო აუდიტორი,მხოლოდ საერთაშორისო ორგანიზაცია,მხოლოდ საკონსტიტუციო სასამართლო,A
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, რა ნაწილებისგან შედგება ნორმატიული აქტი?",easy,"სწორი პასუხია B, რადგან მუხლი 16 ადგენს, რომ ნორმატიული აქტი შეიცავს ძირითად ნაწილსა და დასკვნით დებულებებს, ხოლო საჭიროების შემთხვევაში აგრეთვე გარდამავალ დებულებებს.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 16,,2026-06-12,false,მხოლოდ პრეამბულისგან,"ძირითადი ნაწილისა და დასკვნითი დებულებებისგან, საჭიროებისას გარდამავალი დებულებებით",მხოლოდ განმარტებითი ბარათისგან,მხოლოდ ხელმოწერისა და ბეჭდისგან,B
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, რა რიგით უნდა განთავსდეს ზოგადი და სპეციალური ნორმები ნორმატიულ აქტში?",medium,"სწორი პასუხია C, რადგან მუხლი 16 ადგენს, რომ ნორმატიულ აქტში ზოგადი ნორმები უნდა უსწრებდეს სპეციალურ ნორმებს.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 16,,2026-06-12,false,სპეციალური ნორმები ყოველთვის უნდა უსწრებდეს ზოგადს,რიგითობა არავითარ სამართლებრივ მნიშვნელობას არ ატარებს,ზოგადი ნორმები უნდა უსწრებდეს სპეციალურ ნორმებს,ყველა ნორმა მხოლოდ დანართში უნდა განთავსდეს,C
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, რა დოკუმენტი უნდა დაერთოს კანონპროექტს?",easy,"სწორი პასუხია D, რადგან მუხლი 17 ადგენს, რომ კანონპროექტს უნდა დაერთოს განმარტებითი ბარათი.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 17,,2026-06-12,false,მხოლოდ კერძო რეკომენდაცია,მხოლოდ სასამართლოს გადაწყვეტილება,მხოლოდ არაოფიციალური თარგმანი,განმარტებითი ბარათი,D
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, რომელი რეკვიზიტი უნდა ჰქონდეს ნორმატიულ აქტს?",easy,"სწორი პასუხია A, რადგან მუხლი 18 ნორმატიული აქტის რეკვიზიტებს შორის ასახელებს აქტის სახეს, სათაურს, მიღების თარიღსა და ადგილს, ძალაში შესვლის თარიღს, ხელმოწერასა და სარეგისტრაციო ნომერს.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 18,,2026-06-12,false,"აქტის სახე, სათაური, თარიღი, ხელმოწერა და სარეგისტრაციო ნომერი",მხოლოდ აქტის ფერი და შრიფტის ზომა,მხოლოდ ზეპირი დასახელება,მხოლოდ განმარტებითი ბარათის ავტორის სახელი,A
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, ვის გადაეცემა ნორმატიული აქტის პროექტი სამართლებრივი დასკვნისთვის, თუ კანონი გამონაკლისს არ ადგენს?",medium,"სწორი პასუხია B, რადგან მუხლი 19 ადგენს, რომ ნორმატიული აქტის პროექტი სამართლებრივი დასკვნისთვის გადაეცემა საქართველოს იუსტიციის სამინისტროს, გარდა კანონით მითითებული გამონაკლისებისა.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 19,,2026-06-12,false,საქართველოს საკანონმდებლო მაცნეს,საქართველოს იუსტიციის სამინისტროს,მხოლოდ კერძო იურიდიულ კომპანიას,მხოლოდ მუნიციპალიტეტის მერს,B
administrative,normative-acts,"საქართველოს ორგანული კანონის „ნორმატიული აქტების შესახებ“ მიხედვით, რა ვადაში იძლევა იუსტიციის სამინისტრო დასკვნას კანონქვემდებარე ნორმატიული აქტის პროექტზე?",medium,"სწორი პასუხია C, რადგან მუხლი 19 ადგენს, რომ საქართველოს იუსტიციის სამინისტრო კანონქვემდებარე ნორმატიული აქტის პროექტზე დასკვნას იძლევა პროექტის მისთვის გადაცემიდან 10 დღის ვადაში.",საქართველოს ორგანული კანონი „ნორმატიული აქტების შესახებ“,მუხლი 19,,2026-06-12,false,3 დღის ვადაში,5 თვის ვადაში,10 დღის ვადაში,1 წლის ვადაში,C
